---
GA,400,0,277.024
GA,400,1,418.326
GA,400,2,311.934
GA,400,3,306.379
GA,400,4,201.669
GA,400,5,234.054
GA,400,6,170.871
GA,400,7,218.331
GA,400,8,234.054
GA,400,9,192.020
GA,400,10,218.331
GA,400,11,197.133
GA,400,12,178.487
GA,400,13,178.487
GA,400,14,227.095
GA,400,15,156.083
GA,400,16,197.024
GA,400,17,208.061
GA,400,18,191.323
GA,400,19,189.650
GA,400,20,183.551
GA,400,21,191.323
GA,400,22,169.740
GA,400,23,183.320
GA,400,24,156.083
GA,400,25,189.781
GA,400,26,81.472
GA,400,27,156.083
GA,400,28,208.859
GA,400,29,134.762
GA,400,30,100.060
GA,400,31,87.724
GA,400,32,134.762
GA,400,33,147.711
GA,400,34,116.113
GA,400,35,152.424
GA,400,36,152.424
GA,400,37,77.987
GA,400,38,71.021
GA,400,39,68.160
GA,400,40,86.277
GA,400,41,86.277
GA,400,42,71.021
GA,400,43,98.962
GA,400,44,77.031
GA,400,45,68.160
GA,400,46,64.131
GA,400,47,112.571
GA,400,48,71.126
GA,400,49,71.273
GA,400,50,98.962
GA,400,51,79.330
GA,400,52,55.447
GA,400,53,60.549
GA,400,54,84.244
GA,400,55,64.131
GA,400,56,71.021
GA,400,57,48.473
GA,400,58,55.447
GA,400,59,71.021
GA,400,60,69.248
GA,400,61,71.021
GA,400,62,43.168
GA,400,63,68.745
GA,400,64,40.309
GA,400,65,45.625
GA,400,66,45.625
GA,400,67,41.582
GA,400,68,43.557
GA,400,69,66.806
GA,400,70,66.806
GA,400,71,46.203
GA,400,72,112.471
GA,400,73,39.839
GA,400,74,112.471
GA,400,75,49.811
GA,400,76,34.037
GA,400,77,34.616
GA,400,78,33.333
GA,400,79,37.660
GA,400,80,38.058
GA,400,81,33.724
GA,400,82,33.724
GA,400,83,34.234
GA,400,84,33.763
GA,400,85,32.244
GA,400,86,35.428
GA,400,87,33.317
GA,400,88,32.609
GA,400,89,35.666
GA,400,90,33.415
GA,400,91,32.244
GA,400,92,32.492
GA,400,93,33.776
GA,400,94,32.872
GA,400,95,32.668
GA,400,96,32.374
GA,400,97,32.872
GA,400,98,32.358
GA,400,99,33.724
GA,400,100,33.724
GA,400,101,32.986
GA,400,102,32.995
GA,400,103,33.233
GA,400,104,32.253
GA,400,105,32.231
GA,400,106,32.747
GA,400,107,32.253
GA,400,108,32.554
GA,400,109,32.850
GA,400,110,34.998
GA,400,111,32.242
GA,400,112,32.938
GA,400,113,32.373
GA,400,114,32.242
GA,400,115,32.685
GA,400,116,32.261
GA,400,117,32.855
GA,400,118,33.373
GA,400,119,32.370
GA,400,120,32.235
GA,400,121,32.280
GA,400,122,37.103
GA,400,123,32.424
GA,400,124,32.424
GA,400,125,32.424
GA,400,126,32.231
GA,400,127,33.078
GA,400,128,34.257
GA,400,129,32.417
GA,400,130,32.497
GA,400,131,32.464
GA,400,132,34.198
GA,400,133,32.417
GA,400,134,32.244
GA,400,135,34.638
GA,400,136,32.424
GA,400,137,32.479
GA,400,138,32.464
GA,400,139,32.497
GA,400,140,32.418
GA,400,141,32.315
GA,400,142,32.635
GA,400,143,32.836
GA,400,144,33.488
GA,400,145,32.480
GA,400,146,32.399
GA,400,147,42.788
GA,400,148,32.234
GA,400,149,32.232
GA,400,150,32.244
GA,400,151,32.399
GA,400,152,32.270
GA,400,153,32.322
GA,400,154,32.310
GA,400,155,32.322
GA,400,156,32.299
GA,400,157,32.269
GA,400,158,32.323
GA,400,159,32.232
GA,400,160,32.352
GA,400,161,32.330
GA,400,162,32.310
GA,400,163,32.301
GA,400,164,32.297
GA,400,165,32.235
GA,400,166,32.241
GA,400,167,32.234
GA,400,168,32.410
GA,400,169,32.482
GA,400,170,32.234
GA,400,171,34.298
GA,400,172,32.272
GA,400,173,32.343
GA,400,174,32.405
GA,400,175,32.306
GA,400,176,32.280
GA,400,177,32.284
GA,400,178,32.300
GA,400,179,34.044
GA,400,180,32.231
GA,400,181,32.262
GA,400,182,32.277
GA,400,183,37.982
GA,400,184,32.343
GA,400,185,37.546
GA,400,186,32.401
GA,400,187,37.546
GA,400,188,37.546
GA,400,189,37.983
GA,400,190,32.350
GA,400,191,32.260
GA,400,192,32.240
GA,400,193,32.413
GA,400,194,34.360
GA,400,195,32.237
GA,400,196,32.249
GA,400,197,32.406
