5,42,235,111,516
6,39,254,116,725
7,44,251,122,979
8,43,264,139,1046
9,48,243,138,745
10,45,246,133,1237
11,49,332,192,1037
12,91,283,175,1240
13,61,277,193,1118
14,54,278,166,1143
15,43,237,146,1323
16,46,240,192,1208
17,46,238,161,1088
18,44,258,158,1293
19,48,254,164,1441
20,47,252,170,1400
21,47,250,177,1462
22,44,252,170,1570
23,45,248,189,1629
24,54,251,182,1704
25,56,256,174,1744
26,53,259,187,1908
27,49,246,196,1973
28,54,251,198,1964
29,51,250,184,2601
30,70,288,214,2447
31,55,270,216,2605
32,56,277,295,2690
33,73,286,316,2434
34,66,304,259,2765
35,51,248,212,2789
36,56,290,292,3167
37,76,294,234,3323
38,63,265,228,2953
39,57,258,236,2946
40,59,261,232,3187
41,56,259,233,3324
42,58,267,234,3404
43,59,245,223,3459
44,71,292,267,3702
45,63,260,249,3372
46,63,258,220,4251
47,72,264,352,4798
48,69,266,267,4904
49,64,270,238,4498
