5,565.8978031190637,565.8978031190637,565.8978031190637,552.3491540419554
6,831.7645558937921,831.7645558937921,831.7645558937921,831.7645558937921
7,922.2470448120296,922.2470448120296,922.2470448120296,922.2470448120296
8,712.31821854394,712.31821854394,712.31821854394,712.31821854394
9,1125.643581585481,1125.643581585481,1125.643581585481,1125.643581585481
10,793.3973505271819,793.3973505271819,793.3973505271819,787.984327789162
11,1256.9307144565278,1256.9307144565278,1245.8074235643687,1256.9307144565278
12,1062.0659009062733,1062.0659009062733,1057.1829431895064,1042.6020852448
13,1379.312051115135,1379.312051115135,1356.194655982202,1377.096842259195
14,1387.4314136197804,1387.4314136197804,1376.6223903543764,1379.8455800073532
15,1479.3618061771406,1479.3618061771406,1448.9921955849113,1446.094176798768
16,1689.1280992873005,1689.1280992873005,1679.1113846742583,1665.1429647844648
17,1631.3095028208447,1631.3095028208447,1631.3095028208447,1615.7359543459984
18,1850.597269763476,1850.597269763476,1836.6905208742758,1840.4412130350456
19,2211.843182587213,2211.843182587213,2183.384349566023,2168.6945495009777
20,2243.6945354469417,2243.6945354469417,2232.6596677261623,2203.677182343058
21,2097.1922919713033,2097.1922919713033,2080.430126281378,2064.64149990799
22,2321.0597404230457,2321.0597404230457,2287.655528624397,2279.3899400021883
23,2817.6242356456664,2817.6242356456664,2797.0687190003287,2799.6132389795275
24,2321.210468716608,2321.210468716608,2223.097332568444,2289.9606612780435
25,2214.0291312460618,2214.0291312460618,2209.6027032775737,2180.8917628233526
26,2835.8878170916496,2835.8878170916496,2774.06692618122,2773.0588461416537
27,2544.755347677842,2544.755347677842,2476.332546753173,2449.386409379339
28,2480.7317620977014,2480.7317620977014,2435.2332703294887,2400.3584234579885
29,2842.311308341474,2842.311308341474,2791.8282686390116,2761.3901280612336
30,3207.816266082281,3207.816266082281,3060.797777382954,3114.753353435704
31,3016.1928469117606,3016.1928469117606,2940.0269083386243,2968.704310371185
32,3165.0634610557595,3141.4861476601855,3266.7699478412046,3314.0873534521616
33,2912.121942584874,2928.2418329569236,2931.4901855017993,2916.0461016994204
34,3432.87426612414,3453.509873283943,3356.1008727291496,3440.1357621076554
35,2993.5053261491803,2928.5208576312793,3004.9746620535952,3068.062244895783
36,3281.413671981863,3281.413671981863,3106.781949062784,3209.048770095366
37,4090.1048476309256,4090.1048476309256,3895.2612833379912,4000.431556071521
38,4176.514785926586,4176.514785926586,4054.2532652584227,4089.8498839679855
39,2983.300163645609,3208.0312302985712,3429.0158991869985,3654.887470323869
40,2073.1948912405846,2285.3550734667306,2897.9012570974287,2943.6649833158194
41,3498.6921081083747,3648.0895341293076,3919.304177415217,3886.7975594056234
42,3266.870537443326,3312.360169755262,3288.158535235589,3360.3076925871765
43,3940.39734695435,3924.5752686199753,4133.004073987725,4208.767488122727
44,3833.7420351134997,3902.3122651874573,4136.345099207572,4188.60981275259
45,3111.675629542103,3398.6936071299347,4004.264919042554,4042.555273223395
46,3887.858457133743,3731.707611006235,4449.570705857231,4625.271058428005
47,4069.3691236131385,4180.2305276284915,4520.188709380896,4673.844565711937
48,2795.530705263031,3200.570435955928,3735.274151675608,3842.258350393151
49,3053.656133373839,3224.2518154968416,4168.530249773837,4219.101624167374
