5,10.0,10.0,8.0,10.0
5,10.0,10.0,8.0,10.0
10,45.0,45.0,38.0,41.0
15,104.0,103.0,95.0,100.0
20,189.0,189.0,172.0,184.0
25,297.0,299.0,279.0,286.0
30,430.0,431.0,420.0,421.0
35,592.0,589.0,566.0,576.0
40,773.0,772.0,751.0,760.0
45,981.0,980.0,962.0,967.0
50,1212.0,1214.0,1189.0,1198.0
55,1472.0,1474.0,1442.0,1458.0
60,1757.0,1752.0,1728.0,1734.0
65,2062.0,2063.0,2038.0,2042.0
70,2392.0,2398.0,2369.0,2371.0
75,2759.0,2755.0,2732.0,2727.0
80,3133.0,3140.0,3099.0,3106.0
85,3542.0,3551.0,3512.0,3515.0
90,3976.0,3981.0,3941.0,3946.0
95,4438.0,4431.0,4404.0,4415.0
100,4919.0,4920.0,4897.0,4891.0
105,5429.0,5431.0,5402.0,5385.0
110,5963.0,5952.0,5912.0,5920.0
115,6519.0,6517.0,6491.0,6480.0
120,7102.0,7092.0,7056.0,7074.0
125,7705.0,7707.0,7678.0,7676.0
130,8338.0,8332.0,8312.0,8316.0
135,8994.0,8997.0,8952.0,8964.0
140,9686.0,9678.0,9647.0,9640.0
145,10387.0,10384.0,10343.0,10356.0
150,11125.0,11119.0,11091.0,11081.0
155,11886.0,11877.0,11831.0,11842.0
160,12661.0,12650.0,12632.0,12620.0
165,13461.0,13468.0,13438.0,13426.0
170,14307.0,14291.0,14269.0,14265.0
175,15155.0,15155.0,15116.0,15124.0
180,16037.0,16045.0,15974.0,15999.0
185,16951.0,16941.0,16893.0,16907.0
190,17875.0,17884.0,17848.0,17819.0
195,18849.0,18839.0,18793.0,18769.0
200,19819.0,19797.0,19775.0,19791.0
205,20820.0,20807.0,20796.0,20747.0
210,21857.0,21840.0,21821.0,21793.0
215,22908.0,22910.0,22865.0,22852.0
220,23980.0,24003.0,23950.0,23959.0
225,25113.0,25109.0,25049.0,25058.0
230,26248.0,26234.0,26198.0,26187.0
235,27401.0,27387.0,27352.0,27328.0
240,28571.0,28583.0,28503.0,28514.0
245,29783.0,29787.0,29746.0,29738.0
250,31014.0,31008.0,30984.0,30949.0
255,32263.0,32272.0,32221.0,32174.0
260,33557.0,33553.0,33490.0,33472.0
265,34883.0,34863.0,34828.0,34798.0
270,36193.0,36199.0,36118.0,36104.0
275,37551.0,37544.0,37496.0,37460.0
280,38931.0,38933.0,38885.0,38838.0
285,40346.0,40323.0,40283.0,40276.0
290,41779.0,41778.0,41714.0,41703.0
295,43222.0,43224.0,43180.0,43133.0
300,44704.0,44708.0,44661.0,44616.0
305,46230.0,46223.0,46184.0,46156.0
310,47734.0,47756.0,47706.0,47667.0
315,49301.0,49297.0,49251.0,49191.0
320,50908.0,50875.0,50840.0,50839.0
325,52505.0,52486.0,52408.0,52362.0
330,54134.0,54121.0,54086.0,53990.0
335,55771.0,55785.0,55749.0,55754.0
340,57474.0,57444.0,57423.0,57404.0
345,59160.0,59175.0,59141.0,59101.0
350,60896.0,60890.0,60882.0,60860.0
355,62678.0,62649.0,62628.0,62540.0
360,64427.0,64409.0,64416.0,64382.0
365,66238.0,66229.0,66227.0,66129.0
370,68086.0,68086.0,68014.0,68003.0
375,69949.0,69952.0,69902.0,69774.0
380,71824.0,71832.0,71767.0,71741.0
385,73739.0,73739.0,73674.0,73624.0
390,75669.0,75635.0,75601.0,75575.0
395,77626.0,77633.0,77543.0,77495.0
400,79583.0,79582.0,79544.0,79467.0
405,81608.0,81586.0,81556.0,81555.0
410,83659.0,83632.0,83585.0,83539.0
