---
SA,450,0,746.092
SA,450,1,746.092
SA,450,2,746.092
SA,450,3,746.092
SA,450,4,746.092
SA,450,5,746.092
SA,450,6,746.092
SA,450,7,746.092
SA,450,8,746.092
SA,450,9,746.092
SA,450,10,746.092
SA,450,11,746.092
SA,450,12,746.092
SA,450,13,746.107
SA,450,14,746.145
SA,450,15,746.092
SA,450,16,746.092
SA,450,17,746.092
SA,450,18,746.092
SA,450,19,746.092
SA,450,20,746.092
SA,450,21,746.092
SA,450,22,746.092
SA,450,23,746.092
SA,450,24,746.092
SA,450,25,746.092
SA,450,26,746.092
SA,450,27,746.092
SA,450,28,746.092
SA,450,29,746.092
SA,450,30,746.092
SA,450,31,746.092
SA,450,32,746.092
SA,450,33,746.092
SA,450,34,746.092
SA,450,35,746.092
SA,450,36,746.092
SA,450,37,746.092
SA,450,38,746.092
SA,450,39,746.092
SA,450,40,746.092
SA,450,41,678.087
SA,450,42,678.087
SA,450,43,678.087
SA,450,44,678.087
SA,450,45,678.087
SA,450,46,678.087
SA,450,47,678.087
SA,450,48,678.087
SA,450,49,678.087
SA,450,50,678.087
SA,450,51,678.087
SA,450,52,678.087
SA,450,53,678.087
SA,450,54,678.087
SA,450,55,673.959
SA,450,56,673.959
SA,450,57,673.959
SA,450,58,673.959
SA,450,59,673.959
SA,450,60,673.959
SA,450,61,673.959
SA,450,62,673.959
SA,450,63,673.959
SA,450,64,673.959
SA,450,65,673.959
SA,450,66,673.959
SA,450,67,673.959
SA,450,68,673.959
SA,450,69,673.959
SA,450,70,673.959
SA,450,71,673.959
SA,450,72,673.959
SA,450,73,673.959
SA,450,74,673.959
SA,450,75,673.959
SA,450,76,673.959
SA,450,77,673.959
SA,450,78,673.959
SA,450,79,673.959
SA,450,80,673.959
SA,450,81,673.959
SA,450,82,673.959
SA,450,83,673.959
SA,450,84,673.959
SA,450,85,673.959
SA,450,86,673.959
SA,450,87,673.959
SA,450,88,673.959
SA,450,89,673.959
SA,450,90,673.959
SA,450,91,673.959
SA,450,92,673.959
SA,450,93,673.959
SA,450,94,673.959
SA,450,95,673.959
SA,450,96,673.959
SA,450,97,673.959
SA,450,98,673.959
SA,450,99,673.959
SA,450,100,673.959
SA,450,101,673.959
SA,450,102,673.959
