5,3,5,1,1,1,1
6,3,5,1,1,1,1
7,3,5,1,1,1,0
8,3,5,1,1,1,1
9,3,5,1,1,1,1
10,3,5,1,1,1,0
11,3,5,1,1,1,0
12,3,5,1,1,1,0
13,3,5,1,1,1,1
14,3,5,1,1,1,1
15,3,5,1,1,1,0
16,3,5,1,1,1,0
17,3,5,1,1,1,0
18,3,5,1,1,1,0
19,3,5,1,1,1,0
20,3,5,1,1,1,1
21,3,5,1,1,1,0
22,3,5,1,1,1,1
23,3,5,1,1,1,1
24,3,5,1,1,1,0
25,3,5,1,1,1,1
26,3,5,1,1,1,1
27,3,5,1,1,1,1
28,3,5,1,1,1,0
29,3,5,1,1,1,1
30,3,5,1,1,0,1
31,3,5,1,1,1,0
32,3,5,1,1,1,0
33,3,5,1,1,1,1
34,3,5,1,1,1,1
35,3,5,1,1,0,0
36,3,5,1,1,1,1
37,3,5,1,1,1,0
38,3,5,1,1,1,1
39,3,5,0,1,1,0
40,3,5,1,1,0,0
41,3,5,1,1,0,0
42,3,5,1,1,0,1
43,3,5,1,1,0,0
44,3,5,1,1,0,0
45,3,5,1,1,0,0
46,3,5,1,1,0,0
47,3,5,1,1,0,0
48,3,5,1,1,0,0
49,3,5,1,1,0,0
