GA,10,5,2764.0,66.0,97.668,53.395,0.045
GA,30,5,2764.0,66.0,97.668,62.469,0.044
GA,50,5,2764.0,66.0,97.668,61.576,0.041
GA,70,5,2764.0,66.0,97.668,67.882,0.057
GA,90,5,2764.0,66.0,97.668,67.791,0.057
