RHC,1,2,32.0,1739.0,1.807,66.0,2764.0,2.332,0.017,0.036
SA,1,2,1739.0,32.0,98.193,2764.0,66.0,97.668,0.004,0.017
GA,1,2,1739.0,32.0,98.193,2764.0,66.0,97.668,0.324,0.016
RHC,1,2,32.0,1739.0,1.807,66.0,2764.0,2.332,0.018,0.038
SA,1,2,1739.0,32.0,98.193,2764.0,66.0,97.668,0.005,0.015
GA,1,2,1739.0,32.0,98.193,2764.0,66.0,97.668,0.379,0.016
RHC,1,2,32.0,1739.0,1.807,66.0,2764.0,2.332,0.017,0.046
SA,1,2,1739.0,32.0,98.193,2764.0,66.0,97.668,0.005,0.017
GA,1,2,1739.0,32.0,98.193,2764.0,66.0,97.668,0.360,0.016
RHC,1,2,32.0,1739.0,1.807,66.0,2764.0,2.332,0.017,0.037
SA,1,2,32.0,1739.0,1.807,66.0,2764.0,2.332,0.004,0.015
GA,1,2,1739.0,32.0,98.193,2764.0,66.0,97.668,0.365,0.016
RHC,1,2,1739.0,32.0,98.193,2764.0,66.0,97.668,0.018,0.044
SA,1,2,1739.0,32.0,98.193,2764.0,66.0,97.668,0.004,0.015
GA,1,2,1739.0,32.0,98.193,2764.0,66.0,97.668,0.385,0.016
RHC,1,2,32.0,1739.0,1.807,66.0,2764.0,2.332,0.018,0.036
SA,1,2,32.0,1739.0,1.807,66.0,2764.0,2.332,0.005,0.015
GA,1,2,1739.0,32.0,98.193,2764.0,66.0,97.668,0.381,0.016
RHC,1,2,32.0,1739.0,1.807,66.0,2764.0,2.332,0.019,0.039
SA,1,2,32.0,1739.0,1.807,66.0,2764.0,2.332,0.004,0.015
GA,1,2,1739.0,32.0,98.193,2764.0,66.0,97.668,0.382,0.015
RHC,1,2,1739.0,32.0,98.193,2764.0,66.0,97.668,0.017,0.038
SA,1,2,32.0,1739.0,1.807,66.0,2764.0,2.332,0.004,0.014
GA,1,2,1739.0,32.0,98.193,2764.0,66.0,97.668,0.382,0.016
